employee_id,age,gender,marital_status,education_level,department,job_role,job_level,monthly_income,salary_hike_pct,years_at_company,total_working_years,years_since_promotion,num_prior_companies,work_mode,overtime_hours_per_week,business_travel_days_per_year,burnout_score,engagement_score,work_life_balance_score,performance_rating,last_review_score,uses_ai_tools_at_work,perceived_ai_job_risk,attrition
3587,25,Male,Married,Bachelors,Engineering,QA Engineer,3,6999,11.7,4,5,2.6,0,Hybrid,5.7,3,5.9,4.8,4.7,3,7.8,FALSE,4.6,Yes
3588,35,Female,Single,Masters,Research & Development,Research Scientist,4,12208,15.5,10.2,15,0.8,3,Remote,9.4,6,1,8.3,7.5,4,9,TRUE,1,No
3589,45,Male,Single,Bachelors,Sales,Sales Manager,5,10390,13.7,8.3,18.7,2.3,4,Onsite,14.6,22,4.9,7.6,4.9,3,7,TRUE,6.7,No
3590,28,Female,Married,Bachelors,Engineering,Data Engineer,1,3987,13,7,8,1.7,2,Remote,7.1,6,4.7,7.4,5.7,4,7.9,TRUE,2.2,No
3591,31,Male,Single,Masters,Engineering,Data Engineer,4,8813,9.6,4.5,11,3.1,4,Onsite,7,2,3.9,8.6,6.7,4,9.1,FALSE,2.1,No
3592,28,Female,Divorced,Bachelors,Engineering,Software Engineer,1,3729,12.1,2.4,6.7,2.4,1,Hybrid,6.8,9,3.6,7.3,6.8,4,8.8,TRUE,6.7,No
3593,33,Female,Married,Bachelors,Customer Support,Support Specialist,2,3866,12.3,7.3,9.6,1.2,1,Remote,6.9,8,1,8.8,8.5,5,8.4,FALSE,4.2,No
3594,31,Male,Married,Masters,Engineering,QA Engineer,3,10654,5.7,10,11,3.8,3,Onsite,6,5,7,1.7,3.5,3,6.6,TRUE,7.2,Yes
3595,28,Female,Married,Bachelors,Operations,Operations Analyst,1,3804,11.1,4.7,8,1.6,3,Remote,3.5,24,4.8,6.6,6.4,3,7.6,TRUE,6.4,No
3596,33,Male,Married,Bachelors,Customer Support,Support Specialist,2,3320,9.5,4.5,7.8,3.6,1,Remote,6.9,7,1.1,9.3,5.9,4,9.4,FALSE,4,No
3597,42,Female,Single,Bachelors,Sales,Account Executive,1,3218,14.3,0,5.5,0,2,Onsite,17.5,23,6.3,6.4,4.6,3,7.2,FALSE,5.4,No
3598,39,Male,Single,Masters,Human Resources,HR Manager,4,8734,7.3,10.6,14.5,1.6,0,Hybrid,7.5,3,3.7,5.8,5.7,4,8.3,TRUE,5.5,No
3599,33,Female,Single,Bachelors,Engineering,Data Engineer,2,5230,10.7,10.5,13,2.4,2,Hybrid,4.7,3,1.8,8,7.6,2,6.2,TRUE,2.5,No
3600,26,Male,Single,Bachelors,Engineering,Data Engineer,1,4983,12.2,5,6,0.8,3,Hybrid,8.7,7,4.7,5.6,6,3,9.3,TRUE,3.6,No
3601,27,Female,Single,Bachelors,Sales,Sales Development Rep,2,3741,5.5,6,7,2.8,2,Onsite,8,25,4,6.7,6.4,4,10,FALSE,6.2,Yes
3602,28,Male,Married,High School,Operations,Operations Analyst,3,4897,8.9,6.8,6.8,0.8,0,Hybrid,14.2,30,6.2,4.3,4.7,3,7.8,TRUE,7.2,No
3603,43,Male,Married,Masters,Marketing,Content Strategist,3,6189,16.4,7,14.3,1.2,1,Hybrid,9.4,4,1.3,7.9,5,4,8.6,FALSE,3.3,No
3604,39,Male,Single,Bachelors,Customer Support,Support Specialist,3,5358,13.6,4.1,12.1,1.1,3,Onsite,7.4,3,3.1,5.8,7,3,8.7,TRUE,7.1,No
3605,29,Male,Married,Masters,Operations,Program Manager,2,4908,17.3,4.1,9,0.2,2,Remote,2.6,25,4,7.8,7.3,3,8.2,TRUE,9.4,No
3606,38,Male,Married,Masters,Human Resources,Recruiter,5,7765,11,9.8,12.1,3.4,0,Remote,5.7,10,2.9,5.5,8.2,3,8.5,FALSE,2.7,No
3607,50,Male,Married,Masters,Sales,Sales Manager,3,9182,14.1,6.3,11.1,0.9,2,Onsite,4.5,22,6.1,4,7.1,3,8.3,TRUE,5.7,No
3608,44,Male,Single,Masters,Human Resources,HR Manager,3,6539,9.8,7.8,18.3,2.1,3,Onsite,4.1,3,4.8,6.3,5.4,4,9.3,FALSE,5.5,Yes
3609,44,Female,Married,Bachelors,Sales,Sales Development Rep,3,6633,12,8,16.4,2.3,2,Hybrid,2.8,24,3.2,7.4,6,3,8.4,TRUE,7.2,No
3610,44,Female,Divorced,Bachelors,Marketing,Content Strategist,4,7807,6.1,10.5,14.9,3.5,1,Onsite,17.4,5,7.1,4.1,3.7,2,7,TRUE,7.2,Yes
3611,34,Female,Single,PhD,Sales,Sales Manager,3,7698,9.2,11.9,14,5.9,0,Remote,4,18,2.1,7,6,4,7.5,TRUE,7.2,No
3612,46,Male,Single,Bachelors,Engineering,Data Engineer,4,9847,11.1,6.3,16.4,2.5,3,Hybrid,4.5,6,2.4,6.5,8.2,4,6.5,TRUE,6.2,No
3613,34,Male,Married,Masters,Research & Development,Product Researcher,3,8444,9.8,7.9,14,0.5,2,Hybrid,8.7,8,4.7,6.9,8.1,3,8.3,TRUE,4.8,Yes
3614,43,Male,Married,Bachelors,Engineering,Engineering Manager,4,12189,18.3,7.8,11.8,0.4,1,Remote,5.3,8,5.1,7.9,5.3,4,7.2,TRUE,5.3,No
3615,31,Male,Divorced,Masters,Engineering,Software Engineer,2,5492,11.3,0.8,7.9,0.8,3,Onsite,10.6,4,3.8,7.9,5.7,4,9.3,TRUE,7.1,Yes
3616,30,Male,Divorced,Masters,Engineering,Software Engineer,3,7467,9.7,8.7,10,2.7,0,Remote,4,8,3.3,6.1,7.1,4,7.4,FALSE,4.7,No
3617,27,Male,Single,Bachelors,Sales,Sales Development Rep,1,3656,14.6,3,7,0.8,6,Hybrid,4.6,29,5.7,6.1,6.6,4,8.3,FALSE,7.4,No
3618,48,Male,Single,Bachelors,Marketing,Growth Manager,5,10085,9.3,7.7,13.6,5,1,Hybrid,10.4,3,1.8,7.9,6.3,4,9.5,FALSE,4.5,No
3619,32,Male,Divorced,Masters,Sales,Sales Manager,2,4800,11.8,3.7,12,0.9,5,Hybrid,19.4,19,4,6.9,4.2,2,5.7,FALSE,5.3,No
3620,43,Male,Married,Bachelors,Operations,Operations Analyst,5,7524,11.3,6.5,8.8,0.6,0,Onsite,11.7,18,6.4,4.3,5.8,2,9.1,TRUE,6.6,Yes
3621,45,Male,Single,Masters,Sales,Account Executive,3,7996,16.8,8,15.3,1.3,2,Onsite,11,23,3.4,9.7,3.4,4,7,TRUE,4.1,No
3622,27,Male,Single,High School,Engineering,QA Engineer,1,3373,12.6,3,7,1.3,1,Onsite,0.4,6,3.3,5.5,7.5,4,8,TRUE,5.9,No
3623,32,Male,Divorced,Bachelors,Sales,Sales Development Rep,3,7891,14.3,4.6,9.1,0.6,1,Hybrid,3.2,24,2.6,7.6,8.1,3,10,FALSE,7.1,No
3624,44,Male,Married,Masters,Marketing,Content Strategist,2,7909,10.1,8.3,15.6,6.1,4,Hybrid,17.5,2,4.8,7.1,7.4,4,9.7,TRUE,5.4,Yes
3625,48,Female,Single,Bachelors,Marketing,Growth Manager,5,14123,10.3,9.9,22.3,3.1,3,Hybrid,9.6,7,4.7,7.2,7.1,5,10,FALSE,5.4,No
3626,26,Male,Married,Bachelors,Sales,Account Executive,2,5220,11,5,6,2.7,3,Remote,4.8,18,2.7,5.1,9.3,3,7.6,FALSE,4.9,No
3627,27,Non-binary,Married,Bachelors,Sales,Sales Development Rep,2,5414,13.1,6,7,2.1,2,Hybrid,4,24,1.8,5.1,5.7,4,7.9,FALSE,7.1,No
3628,53,Male,Married,Bachelors,Sales,Sales Manager,5,11073,15.9,5.9,13.9,2.3,1,Hybrid,3.9,21,3.5,7.4,7.7,4,8.3,TRUE,2.2,No
3629,44,Male,Married,Bachelors,Engineering,QA Engineer,5,14557,14.8,11.4,17.2,2.5,1,Hybrid,2.2,8,2.8,6.6,5.9,4,8.5,TRUE,1,No
3630,33,Female,Single,Bachelors,Sales,Sales Development Rep,2,4653,13.7,5.3,3.9,0.7,0,Onsite,13.2,28,4.6,6.3,5.2,5,8.1,TRUE,2.7,No
3631,30,Male,Married,High School,Finance,Financial Analyst,2,4831,11.2,6.8,9.8,2.6,1,Hybrid,1.9,2,4.5,6,7.2,3,7.9,TRUE,8.3,No
3632,25,Male,Married,Bachelors,Research & Development,R&D Manager,2,5020,10.6,4,5,4,1,Onsite,2,4,1,8.2,7.6,4,9.7,FALSE,4.9,No
3633,27,Male,Divorced,PhD,Marketing,Content Strategist,1,3075,9.6,2.2,7,2.2,4,Onsite,4.8,5,2.2,7.1,7.3,4,10,FALSE,3.8,No
3634,44,Female,Single,Bachelors,Marketing,Content Strategist,5,10489,7.3,9.3,17.8,9.3,2,Onsite,12.5,5,5.9,6.4,3.9,4,7.2,FALSE,6.3,Yes
3635,36,Female,Single,Bachelors,Engineering,QA Engineer,2,7145,11.1,5.7,6.5,1,0,Onsite,4.4,4,4.4,7,4,4,7.7,TRUE,1.9,No
3636,37,Male,Married,Bachelors,Sales,Sales Development Rep,3,5562,15.2,2.9,4.8,1.5,0,Remote,7.2,19,3.3,7.3,6.4,4,10,FALSE,5.7,No
3637,22,Male,Married,Bachelors,Customer Support,Support Specialist,1,2077,6.8,1,2,1,2,Remote,11.3,6,1.8,7.7,6.5,3,10,FALSE,7.6,No
3638,38,Female,Divorced,PhD,Engineering,QA Engineer,3,8777,11.1,7.6,15.6,0.9,3,Hybrid,7.5,8,6.1,6.4,5,3,8.4,TRUE,5.9,Yes
3639,22,Non-binary,Married,Masters,Marketing,Marketing Specialist,1,3478,11.6,1,2,1,2,Hybrid,10,6,8.1,3.3,3.3,3,8.7,FALSE,4.2,Yes
3640,56,Male,Married,Bachelors,Research & Development,Research Scientist,5,9282,10.7,8.9,17.4,3,2,Hybrid,1.3,5,1.1,9.2,8.1,5,8,FALSE,3.1,No
3641,31,Male,Married,High School,Operations,Operations Analyst,1,2435,12.8,5.1,11,1.7,3,Hybrid,5.9,17,4.7,6.5,6.9,4,9,TRUE,4.8,Yes
3642,44,Male,Single,High School,Finance,Financial Analyst,3,4426,16.1,6.4,9,1.2,1,Onsite,0.7,4,2.6,7.6,7.4,4,10,FALSE,3,No
3643,42,Female,Single,Bachelors,Human Resources,HR Manager,4,8379,12.3,8.5,14.5,0.8,2,Hybrid,2,7,4.4,5.7,5.7,4,8.6,TRUE,5.7,No
3644,43,Female,Single,PhD,Engineering,Software Engineer,4,10009,6,11,18.3,1.6,2,Onsite,1.8,4,3.1,7.1,7.8,4,10,TRUE,1,No
3645,47,Male,Single,High School,Human Resources,HR Business Partner,5,8698,18.2,10,14.7,0.2,0,Remote,8,7,4.3,7.2,7.9,5,9.5,FALSE,2.6,No
3646,43,Non-binary,Single,Bachelors,Sales,Sales Manager,2,4420,12.5,3.6,3.9,3.6,0,Hybrid,5.3,17,5.4,4.8,4.1,3,8.4,TRUE,5.7,No
3647,26,Male,Married,High School,Engineering,Software Engineer,2,5997,14.1,5,6,1,3,Hybrid,5.5,5,4.5,5.9,5.7,3,8.6,FALSE,4.3,No
3648,41,Male,Single,Bachelors,Sales,Sales Manager,3,6755,11.3,5.8,12.8,1.5,1,Onsite,13.1,19,5.5,6.6,4.6,3,9.5,FALSE,4.3,No
3649,29,Male,Single,Masters,Marketing,Growth Manager,4,9332,8.8,8,9,1.8,1,Hybrid,5.6,7,4.6,4.9,5.3,3,8.9,FALSE,6.5,No
3650,34,Prefer not to say,Single,Bachelors,Operations,Operations Analyst,2,3940,6.2,4.5,7.4,2.5,1,Hybrid,5.5,21,3.2,7.3,6.5,5,8.3,FALSE,2.7,No
3651,34,Male,Divorced,Bachelors,Finance,Finance Manager,3,7182,11,7.9,14,0.8,3,Hybrid,8.9,4,4.3,6.6,5.4,4,8.4,TRUE,4.2,Yes
3652,21,Male,Married,Bachelors,Engineering,QA Engineer,1,4179,12.1,0,1,0,3,Hybrid,13.7,3,7.1,7.9,3.4,3,7.3,TRUE,5.7,No
3653,30,Female,Divorced,Masters,Finance,Accountant,2,6027,15.8,4.7,8,1.6,0,Hybrid,1.1,7,1.9,9.4,9.7,4,6.8,FALSE,3.2,No
3654,45,Male,Married,Bachelors,Marketing,Marketing Specialist,5,8394,8,4.7,11,1.3,1,Hybrid,5.4,7,4.5,5.4,5.9,4,9.7,FALSE,7.4,No
3655,34,Male,Single,Bachelors,Sales,Account Executive,4,10032,13.5,11.6,14,3.6,4,Onsite,11.8,31,4.6,7.5,6.2,3,9.1,FALSE,6.2,No
3656,52,Male,Single,Bachelors,Finance,Accountant,4,9231,9,7.4,14.8,0.5,2,Hybrid,8.6,7,5.4,5.5,6.7,3,9.2,TRUE,5.8,No
3657,26,Male,Married,Masters,Marketing,Growth Manager,2,5229,8.2,5,6,4.4,1,Remote,4.5,8,3.3,6,7.9,4,10,FALSE,5.3,No
3658,45,Female,Married,Bachelors,Finance,Finance Manager,4,11681,0,11.4,16.7,11,2,Onsite,10.1,6,3.4,7.7,5.7,4,9.4,FALSE,5.2,No
3659,51,Female,Single,Masters,Research & Development,Research Scientist,4,9447,10,9,13.2,0.8,0,Remote,9.3,7,5.3,5.6,5.6,4,9.8,TRUE,3.4,Yes
3660,46,Female,Single,Bachelors,Human Resources,Recruiter,3,4767,15.3,4.9,14.1,1.6,2,Hybrid,8.9,7,3,9.3,6.3,4,10,TRUE,3.8,No
3661,21,Male,Single,High School,Finance,Accountant,3,3986,14.1,0,1,0,1,Hybrid,7.7,4,4.1,4.9,7,3,7.4,TRUE,7.5,No
3662,34,Male,Married,Masters,Engineering,Engineering Manager,3,10671,7.2,3.5,8.2,2.2,0,Hybrid,2.4,9,5.1,6.4,7.6,3,7.6,TRUE,2.9,No
3663,24,Male,Single,Bachelors,Sales,Sales Development Rep,2,6349,15.8,3,4,0.3,3,Remote,6.8,29,3.4,8.4,7.5,5,9.3,FALSE,1.8,No
3664,40,Male,Single,Bachelors,Engineering,Software Engineer,3,8488,16,8.5,12.1,0.8,1,Onsite,5.4,6,4.5,6.2,6.3,4,8.8,TRUE,4.3,No
3665,33,Male,Married,High School,Finance,Financial Analyst,2,3434,12.9,2.8,5.8,2.6,1,Remote,1.3,7,2.1,7.4,7.9,3,6.9,FALSE,6.7,No
3666,48,Male,Married,Bachelors,Sales,Sales Development Rep,3,6234,13.6,7.7,10.3,1.5,0,Onsite,3.9,26,4,8.7,6.6,3,9.5,FALSE,6.1,No
3667,42,Male,Single,Masters,Engineering,Engineering Manager,3,6189,13.7,7.3,9,1.8,0,Hybrid,11.5,6,5.1,8,5.9,5,6.6,FALSE,1.1,No
3668,33,Female,Divorced,High School,Research & Development,R&D Manager,2,5082,12.1,5.4,13,1.6,1,Hybrid,12.9,6,6.1,4.4,2.8,3,6.6,FALSE,6.2,No
3669,29,Male,Married,PhD,Sales,Account Executive,1,2931,12.2,0,9,0,3,Onsite,3.9,25,4.5,6.8,5.1,5,9.3,FALSE,7.8,No
3670,43,Male,Divorced,Bachelors,Engineering,Data Engineer,4,10053,11.7,11.3,17.5,1.3,0,Hybrid,5,0,6.1,5,5.4,3,7.5,TRUE,6.9,No
3671,52,Female,Single,Masters,Engineering,Engineering Manager,4,8647,7,8.2,15.7,5.1,2,Onsite,5.7,12,2.9,7.6,6.7,4,7.4,TRUE,3.6,Yes
3672,43,Male,Married,Bachelors,Finance,Finance Manager,4,9287,12.5,7,15.5,1.3,2,Hybrid,1.8,6,2,7.4,7.1,3,7.4,TRUE,5.6,No
3673,23,Non-binary,Divorced,Bachelors,Marketing,Content Strategist,1,3196,8.9,2,3,1.9,3,Hybrid,3,7,3.4,5,7.1,4,9.8,FALSE,6,No
3674,27,Male,Married,Bachelors,Human Resources,HR Business Partner,1,3131,16.3,1.7,5.1,1.1,2,Remote,7.5,5,1.9,8.9,7.3,4,7.4,TRUE,6,No
3675,21,Female,Single,Bachelors,Sales,Account Executive,1,3362,10.6,0,1,0,0,Hybrid,3.5,24,2.4,4.6,5.7,3,5.6,TRUE,3.4,No
3676,44,Female,Single,PhD,Research & Development,Product Researcher,3,7582,13.6,6.4,10.9,1.6,0,Onsite,2.5,9,2.7,7.7,7.8,5,10,FALSE,2.9,No
3677,40,Male,Single,Bachelors,Sales,Sales Development Rep,3,6096,14.1,3.4,13.3,2.2,3,Onsite,17,21,7.2,4.6,3.7,4,9.2,TRUE,3,No
3678,44,Male,Married,Bachelors,Engineering,QA Engineer,5,14904,14.6,11,14.5,1.5,1,Hybrid,7.1,2,4.4,6.1,5,4,8,FALSE,3.6,No
3679,30,Male,Single,High School,Finance,Accountant,2,4867,12.8,7.4,10,0.8,1,Remote,4.3,5,2.9,9.1,7.8,3,8.7,FALSE,8.3,Yes
3680,24,Male,Single,Masters,Customer Support,Support Team Lead,2,3312,6.6,3,4,2.9,3,Hybrid,6.9,8,6,7.2,6.7,4,8.2,FALSE,8,No
3681,41,Female,Married,Bachelors,Engineering,Software Engineer,1,6287,7.9,5.4,18.2,5.4,5,Remote,5.2,7,2.7,6.1,7.5,4,7.3,TRUE,5.8,No
3682,46,Female,Married,Bachelors,Engineering,QA Engineer,3,10350,9,5,18.4,1.7,5,Hybrid,5,9,4.4,5.3,6.9,4,7.5,TRUE,6.2,No
3683,29,Male,Married,Bachelors,Engineering,Software Engineer,4,7930,8.6,8,9,5.6,2,Onsite,1.5,9,2.7,5.3,6,4,6.1,TRUE,4.8,No
3684,46,Male,Divorced,Bachelors,Customer Support,Support Specialist,3,5038,17,8.7,18.4,0.6,3,Onsite,4.3,5,4.2,5.4,5.7,4,8,FALSE,5.9,No
3685,27,Male,Single,Bachelors,Human Resources,HR Business Partner,2,2799,12.4,6,7,2.3,3,Onsite,1.4,3,2.3,6.8,7.6,3,6.7,TRUE,4.4,No
3686,29,Female,Single,High School,Operations,Operations Analyst,2,4454,12.8,4.9,9,0.2,3,Remote,6.9,30,2.7,5.4,6.2,5,7.9,FALSE,6.3,No
3687,45,Female,Single,Bachelors,Research & Development,Research Scientist,3,7430,9.9,7.5,13.5,2.4,3,Hybrid,8.6,7,3.7,4.6,5.8,4,7.6,FALSE,1.2,No
3688,53,Male,Single,Masters,Operations,Operations Manager,5,8683,8.6,13.5,21.9,1.3,3,Hybrid,14.2,23,7.6,4.7,3.7,3,7.4,FALSE,3.1,No
3689,50,Male,Divorced,Masters,Finance,Accountant,2,5586,8.3,2.8,6.6,0.7,1,Remote,11,5,4.2,6.2,6.2,4,7,TRUE,7.1,No
3690,39,Male,Single,Masters,Sales,Account Executive,2,5367,13.9,5.2,11.3,3.2,2,Onsite,5.1,20,2.9,7.2,6.5,5,6.2,FALSE,4.9,Yes
3691,42,Female,Married,Bachelors,Engineering,Data Engineer,1,6231,9.1,5,11,3.1,2,Onsite,5.8,4,5.7,4.4,6.8,3,8.1,TRUE,3.5,No
3692,35,Female,Married,Masters,Sales,Sales Development Rep,2,5383,12.4,4.9,10.3,1.3,1,Onsite,3.5,28,4.9,7.4,6.9,3,7.6,TRUE,8.1,No
3693,31,Female,Divorced,Masters,Engineering,QA Engineer,1,5582,10.3,5.3,11,5.3,1,Onsite,1.5,7,4.5,5.8,5.1,3,6.2,FALSE,4.1,No
3694,39,Male,Single,Bachelors,Customer Support,Support Team Lead,5,6635,14,8.8,11.8,0,1,Onsite,8.8,8,5.4,6.4,3.8,2,6.5,TRUE,7.6,Yes
3695,35,Female,Married,Masters,Operations,Operations Manager,3,5468,12.6,7.7,13.4,2.3,3,Hybrid,2.6,23,4,4.4,6.5,2,8.7,FALSE,7.8,No
3696,47,Male,Single,Bachelors,Operations,Operations Manager,2,4502,11.1,10.9,19.2,0.5,2,Onsite,3.6,24,4.5,5.4,5.1,4,8.8,FALSE,6.7,No
3697,33,Female,Married,Bachelors,Human Resources,HR Manager,3,6165,15.8,5.2,13,0.5,2,Hybrid,3,16,6.1,6.9,5.6,3,9.4,FALSE,4,No
3698,29,Female,Married,High School,Finance,Accountant,1,2895,14.9,2.6,8.9,1.3,1,Remote,5.6,3,2.3,9.1,8,5,8.7,FALSE,6.3,No
3699,38,Male,Married,High School,Marketing,Growth Manager,2,4992,8.9,2.6,10.3,2.6,2,Hybrid,7.3,4,5.3,5.8,4.7,3,10,TRUE,5.4,No
3700,31,Female,Married,Masters,Engineering,Data Engineer,1,7474,10.2,3.4,10.2,2.3,1,Hybrid,2.8,2,2.7,7.5,7.8,4,8.3,TRUE,6.4,No
3701,32,Female,Single,Bachelors,Research & Development,Research Scientist,2,6527,14.7,5.9,8.1,1.5,0,Hybrid,2.4,9,2.2,7.1,8.2,4,8.7,FALSE,5.6,No
3702,40,Female,Married,Bachelors,Engineering,Engineering Manager,5,13558,8.2,9.1,19.6,1,3,Remote,7.9,11,3.6,8.1,7.4,3,7.4,TRUE,1.3,No
3703,39,Female,Married,Bachelors,Engineering,Software Engineer,3,9869,10.6,4.9,10,3.4,1,Remote,2.1,8,2.1,6.9,8,4,9.4,TRUE,5.5,No
3704,33,Male,Married,Masters,Marketing,Marketing Specialist,3,7318,14.6,5.5,12.2,4.1,2,Hybrid,12.4,7,5.6,6.1,5.9,3,5.1,TRUE,6.5,No
3705,38,Female,Single,Bachelors,Engineering,Software Engineer,3,5952,11.6,7.5,12,0.9,1,Remote,5.3,3,3.9,4.5,6.8,3,7.8,TRUE,2.7,No
3706,24,Male,Single,Bachelors,Sales,Sales Manager,2,4870,13.2,3,4,2.2,3,Hybrid,12,30,6.6,2.6,4.5,3,8.5,FALSE,6,Yes
3707,37,Female,Married,Masters,Customer Support,Support Specialist,5,9156,10,7.3,15.1,2,3,Hybrid,3.7,5,4.1,4.8,6,3,8.5,FALSE,5.8,No
3708,37,Female,Single,Bachelors,Sales,Account Executive,4,8883,12.9,8.2,17,3.2,3,Hybrid,4.8,26,2.4,4.6,6.9,3,9.5,TRUE,5.6,No
3709,32,Male,Married,Bachelors,Engineering,Engineering Manager,3,9200,15.1,8.3,12,1.8,2,Onsite,4.6,4,3.4,7.3,6.5,3,7.9,TRUE,2,No
3710,40,Female,Single,Bachelors,Marketing,Content Strategist,3,4815,10.4,4.8,15.6,4.8,2,Onsite,6.4,7,5,3.4,6.6,3,8.5,TRUE,5.1,No
3711,23,Female,Single,Masters,Engineering,Data Engineer,1,4291,16.6,0.3,3,0.3,1,Hybrid,1.5,3,2.5,8,7,4,9.6,TRUE,5.6,No
3712,34,Female,Married,Bachelors,Sales,Sales Development Rep,3,7249,7.2,8.7,11.4,2.7,0,Hybrid,3.1,29,4.5,6.6,7.2,4,9.5,FALSE,5.6,No
3713,45,Female,Married,Bachelors,Research & Development,R&D Manager,3,10807,11.2,8,12.2,4.4,1,Hybrid,10.1,5,5,4.9,5,3,6.2,TRUE,2.8,No
3714,29,Male,Married,High School,Engineering,Engineering Manager,2,5175,11.2,5,7.8,3.4,1,Hybrid,8,4,3.6,5.6,4.6,4,8.1,TRUE,1.6,No
3715,28,Female,Married,Bachelors,Customer Support,Support Team Lead,3,4652,12,6.9,8,6.9,2,Hybrid,6.3,5,3.4,5.7,5,3,7.8,TRUE,7,Yes
3716,46,Male,Married,Bachelors,Research & Development,R&D Manager,5,9716,9.8,10.2,15.1,0.9,2,Hybrid,2,9,2.9,6.1,6.3,3,8.8,TRUE,3.4,No
3717,35,Female,Married,Bachelors,Research & Development,Research Scientist,3,6300,13.1,5.5,14.9,5.5,1,Hybrid,2,5,1.9,6.7,7.8,4,9.9,FALSE,3.8,No
3718,29,Female,Single,Masters,Engineering,Software Engineer,2,7227,10.5,8,9,2.8,4,Remote,6,6,3.6,5.7,5.7,3,8.1,TRUE,4.8,No
3719,42,Female,Married,High School,Engineering,Data Engineer,5,10104,16.5,6.6,12.5,1.6,2,Remote,2.4,7,1,9.5,8.5,4,8.5,FALSE,1.5,No
3720,44,Male,Married,Bachelors,Engineering,Software Engineer,3,8405,4.6,7.9,18.7,5.8,4,Hybrid,10.8,11,4.1,6,5,3,10,TRUE,2.4,No
3721,45,Female,Married,Bachelors,Finance,Finance Manager,5,11785,8.9,11.9,19.6,1.6,2,Hybrid,10.8,5,4.5,5.1,5.6,3,7.4,TRUE,4.8,No
3722,48,Female,Single,Masters,Marketing,Content Strategist,4,9489,14.6,12.5,19.4,1,2,Hybrid,3.9,5,4.3,6.2,6.6,4,9.1,TRUE,4.7,No
3723,45,Male,Single,High School,Customer Support,Customer Success Manager,3,3327,13.7,1.2,2.1,0,0,Onsite,4.8,3,2.1,7.7,7,3,8.7,TRUE,5.8,No
3724,40,Male,Married,Masters,Engineering,Software Engineer,3,9950,15.2,9.2,14,1.4,1,Remote,7.7,6,3,8.1,6.3,3,7.1,TRUE,3.9,No
3725,42,Male,Married,Bachelors,Marketing,Marketing Specialist,3,5445,12,3.8,4.6,3.8,0,Onsite,6.2,2,2.4,7.4,6.3,3,10,TRUE,3.4,No
3726,33,Male,Single,Bachelors,Operations,Operations Analyst,2,4203,13.8,2.3,11.5,2.3,3,Onsite,4.3,27,3.4,6.3,6.9,4,7.7,TRUE,4.3,No
3727,25,Male,Married,Bachelors,Finance,Accountant,3,4610,12.9,4,5,1,1,Hybrid,1.4,9,4.7,5.3,7.9,3,8.9,FALSE,7.3,No
3728,61,Male,Single,Bachelors,Sales,Sales Development Rep,5,9148,8.9,12.2,11.5,5.4,0,Onsite,9.6,17,4.8,6.3,5.6,3,9.2,FALSE,3.8,Yes
3729,40,Female,Divorced,Masters,Engineering,Data Engineer,3,7583,6.3,5.3,13.3,5.3,1,Onsite,10.7,6,5,4.3,5.1,4,8.7,TRUE,3.7,Yes
3730,33,Female,Single,Bachelors,Sales,Sales Manager,4,8901,14.4,12,13,0,1,Hybrid,9,27,4.7,5.1,5.9,4,7,FALSE,6.1,No
3731,46,Male,Married,Masters,Engineering,Software Engineer,5,13316,8.4,10.7,16.9,5.9,1,Hybrid,4.2,9,2.9,6.3,5.7,2,8.1,TRUE,3.8,No
3732,28,Female,Single,Bachelors,Engineering,Data Engineer,1,4512,13.2,0.6,8,0.6,2,Hybrid,0.6,5,2.1,6.1,6.4,3,10,TRUE,6.2,Yes
3733,38,Female,Married,Bachelors,Customer Support,Support Team Lead,5,7752,12,13.6,18,3.3,1,Hybrid,18.7,4,3.7,6.6,5.3,4,7.3,FALSE,5.3,No
3734,56,Male,Single,PhD,Engineering,Data Engineer,5,18879,10.8,12.3,17.6,4.7,3,Remote,2.1,5,1.9,5.7,7.4,3,7.5,TRUE,2.5,Yes
3735,44,Male,Single,Masters,Customer Support,Support Team Lead,4,6864,14.2,7.2,18.4,1.4,5,Hybrid,6.1,2,5.5,5.3,6.9,3,7.5,TRUE,7.9,No
3736,38,Male,Married,PhD,Engineering,QA Engineer,2,7163,9.6,2.2,13.7,1.5,5,Hybrid,7.9,2,5.8,6.2,4.3,4,6.5,TRUE,4,No
3737,32,Female,Married,Bachelors,Engineering,QA Engineer,2,7472,9.2,3.3,9.4,3.3,0,Remote,8.3,6,5.1,5.5,6.2,3,8.8,FALSE,5.7,Yes
3738,38,Male,Single,Masters,Engineering,Engineering Manager,3,7631,15.4,4,11.1,2.2,1,Onsite,11,7,5.4,6.7,4.8,3,8.1,TRUE,4.3,No
3739,38,Male,Single,Bachelors,Sales,Sales Manager,3,7782,9.6,2.7,12.9,2,3,Remote,5.7,25,3.7,7.3,5.9,4,8.9,FALSE,5.7,No
3740,35,Female,Single,Bachelors,Human Resources,HR Manager,3,4842,17,5.6,10.8,0.7,1,Hybrid,6.7,11,2.7,5.6,6.2,3,7.2,FALSE,4.2,No
3741,40,Female,Married,Bachelors,Marketing,Growth Manager,4,9446,8.2,13.1,17,2.6,2,Hybrid,9.4,5,5.3,4.2,6.7,4,8.3,FALSE,7.1,No
