price_recorded_date,platform,product_category,model_name,condition,launch_price_usd,launch_price_inr,current_price_usd,current_price_inr,discount_pct,sale_event,stock_status,rating,reviews_count,year,month
2024-07-17,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,238.49,19880.9,60.2,Prime Day,Low Stock,4.4,3908,2024,7
2024-07-17,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,403.59,38927.6,32.6,No Sale Event,In Stock,4.8,3580,2024,7
2024-07-17,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,314.03,26820.7,60.7,Prime Day,Out of Stock,4.3,1684,2024,7
2024-07-17,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,684.64,58921.8,31.5,Prime Day,In Stock,4.1,373,2024,7
2024-07-17,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,841.08,72578.3,15.8,No Sale Event,In Stock,3.9,336,2024,7
2024-07-17,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,887.84,87218.9,11.1,Prime Day,Low Stock,4.5,374,2024,7
2024-07-17,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,996.42,96839.3,0.3,No Sale Event,In Stock,4.4,188,2024,7
2024-07-17,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,908.72,89865.7,9.0,Prime Day,In Stock,4.3,132,2024,7
2024-07-17,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1104.62,107350.0,7.9,No Sale Event,In Stock,4.8,2822,2024,7
2024-07-17,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1101.2,110070.0,8.2,No Sale Event,In Stock,4.5,1853,2024,7
2024-07-17,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1119.99,110594.0,6.6,No Sale Event,In Stock,4.4,1477,2024,7
2024-07-17,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1104.67,107371.0,7.9,No Sale Event,In Stock,4.2,1296,2024,7
2024-07-17,Flipkart,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,405.45,34921.9,49.3,No Sale Event,In Stock,4.4,5321,2024,7
2024-07-17,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,706.74,67892.2,29.3,No Sale Event,Out of Stock,4.2,2222,2024,7
2024-07-17,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,687.59,66729.8,31.2,No Sale Event,Out of Stock,4.3,4076,2024,7
2024-07-17,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,563.16,55237.9,43.6,Prime Day,In Stock,4.6,2711,2024,7
2024-07-17,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,707.39,68882.6,29.2,No Sale Event,Low Stock,4.7,4737,2024,7
2024-07-17,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,603.74,58046.1,24.4,No Sale Event,In Stock,4.6,3719,2024,7
2024-07-17,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,805.27,77983.9,32.8,Prime Day,In Stock,4.8,2562,2024,7
2024-07-17,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,556.76,47904.4,30.3,No Sale Event,In Stock,4.2,3120,2024,7
2024-07-17,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,691.47,57916.6,30.8,No Sale Event,In Stock,4.4,3384,2024,7
2024-07-17,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,708.13,68723.0,29.1,Prime Day,In Stock,4.6,3607,2024,7
2024-07-17,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,789.93,78257.7,1.1,No Sale Event,In Stock,4.7,942,2024,7
2024-07-17,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,798.28,78883.1,0.1,No Sale Event,In Stock,4.4,509,2024,7
2024-07-17,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,799.29,79328.4,0.0,No Sale Event,In Stock,4.6,1210,2024,7
2024-07-17,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,650.64,55618.8,18.6,No Sale Event,In Stock,3.8,897,2024,7
2024-07-17,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1202.84,116867.0,-0.3,No Sale Event,Low Stock,4.6,633,2024,7
2024-07-17,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1213.73,120950.0,-1.2,No Sale Event,In Stock,4.6,1248,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,200.58,19292.3,53.2,Prime Day,Out of Stock,4.4,3962,2024,7
2024-07-18,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,257.1,25005.7,40.1,No Sale Event,Out of Stock,4.8,5419,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,202.77,19995.4,52.7,Prime Day,Out of Stock,4.8,3857,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,208.69,20260.8,51.4,Prime Day,Low Stock,4.7,1941,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,258.57,25798.8,39.7,Prime Day,In Stock,4.7,2652,2024,7
2024-07-18,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,324.85,32392.8,24.3,No Sale Event,Low Stock,4.4,3691,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,270.58,26619.9,36.9,Prime Day,In Stock,4.8,1238,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,268.85,25955.7,37.3,Prime Day,In Stock,4.7,1274,2024,7
2024-07-18,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,325.39,31590.3,24.2,No Sale Event,In Stock,4.3,2808,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,372.44,36836.8,13.2,Prime Day,Low Stock,4.6,991,2024,7
2024-07-18,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,304.41,26253.8,29.0,Prime Day,In Stock,3.9,524,2024,7
2024-07-18,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,352.36,29411.2,17.9,No Sale Event,In Stock,4.4,1211,2024,7
2024-07-18,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,720.07,70647.3,9.9,Prime Day,In Stock,4.6,1595,2024,7
2024-07-18,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,685.36,66845.5,14.2,Prime Day,Low Stock,4.8,1480,2024,7
2024-07-18,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,606.18,51712.4,24.1,No Sale Event,In Stock,4.0,974,2024,7
2024-07-18,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,500.24,43026.8,49.9,No Sale Event,In Stock,4.3,3458,2024,7
2024-07-18,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,691.83,66629.3,30.7,No Sale Event,Out of Stock,4.4,2594,2024,7
2024-07-18,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,518.0,44586.3,48.1,No Sale Event,In Stock,4.0,7188,2024,7
2024-07-18,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,814.41,81041.6,32.1,Prime Day,Out of Stock,4.6,2282,2024,7
2024-07-18,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,969.88,95446.9,11.7,Prime Day,Out of Stock,4.6,292,2024,7
2024-07-18,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1531.99,151246.0,23.4,Prime Day,In Stock,4.4,1853,2024,7
2024-07-18,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1285.22,110630.0,35.7,No Sale Event,Out of Stock,3.9,2593,2024,7
2024-07-18,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1417.29,137291.0,29.1,Prime Day,In Stock,4.3,2077,2024,7
2024-07-18,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1457.48,143149.0,27.1,Prime Day,Low Stock,4.6,2058,2024,7
2024-07-18,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1963.39,195793.0,1.8,No Sale Event,In Stock,4.8,1261,2024,7
2024-07-18,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,2003.44,199796.0,-0.2,No Sale Event,In Stock,4.6,1048,2024,7
2024-07-18,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1664.6,139745.0,16.7,No Sale Event,In Stock,4.0,831,2024,7
2024-07-18,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1761.84,171510.0,11.9,Prime Day,In Stock,4.5,436,2024,7
2024-07-18,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,164.0,14125.5,50.2,No Sale Event,In Stock,4.2,3097,2024,7
2024-07-18,Amazon,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,120.24,10368.6,63.5,Prime Day,Out of Stock,3.9,3126,2024,7
2024-07-18,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,150.26,12959.5,54.3,No Sale Event,In Stock,4.5,4201,2024,7
2024-07-18,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,356.16,35203.7,40.5,No Sale Event,Low Stock,4.2,6068,2024,7
2024-07-18,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,360.84,35671.9,39.8,No Sale Event,In Stock,4.4,6974,2024,7
2024-07-18,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,274.72,26720.4,54.1,Prime Day,Low Stock,4.4,2359,2024,7
2024-07-18,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,405.18,39103.9,32.4,No Sale Event,In Stock,4.9,4475,2024,7
2024-07-18,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,378.46,37130.7,52.6,Prime Day,In Stock,4.9,4037,2024,7
2024-07-18,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,836.97,70825.7,16.2,No Sale Event,In Stock,4.0,125,2024,7
2024-07-18,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,787.93,66512.5,34.3,No Sale Event,In Stock,4.4,2807,2024,7
2024-07-18,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1105.86,107586.0,7.8,No Sale Event,In Stock,4.3,2208,2024,7
2024-07-18,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1116.38,109711.0,6.9,No Sale Event,In Stock,4.6,2367,2024,7
2024-07-18,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,918.75,89418.7,23.4,Prime Day,In Stock,4.3,2478,2024,7
2024-07-18,Amazon,iPhone,iPhone 12 64GB,New,799,78302,396.44,38508.6,50.4,Prime Day,Out of Stock,4.9,2849,2024,7
2024-07-18,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,502.51,48339.4,37.1,No Sale Event,Low Stock,4.6,3513,2024,7
2024-07-18,Amazon,iPhone,iPhone 12 64GB,New,799,78302,411.7,39821.4,48.5,Prime Day,In Stock,4.8,3007,2024,7
2024-07-18,Amazon,iPhone,iPhone 12 64GB,New,799,78302,377.06,37262.8,52.8,Prime Day,Out of Stock,4.8,6972,2024,7
2024-07-18,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,693.42,67049.5,30.6,No Sale Event,Low Stock,4.4,2045,2024,7
2024-07-18,Amazon,iPhone,iPhone 13 128GB,New,799,78302,514.98,50443.0,35.5,Prime Day,In Stock,4.3,3825,2024,7
2024-07-18,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,610.43,59966.5,23.6,No Sale Event,In Stock,4.5,3845,2024,7
2024-07-18,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,692.96,68260.0,13.3,No Sale Event,In Stock,4.3,3359,2024,7
2024-07-18,Amazon,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,401.36,33583.5,49.8,Prime Day,Low Stock,4.4,959,2024,7
2024-07-18,Amazon,iPhone,iPhone 15 128GB,New,799,78302,749.16,74772.8,6.2,Prime Day,In Stock,4.7,810,2024,7
2024-07-18,Amazon,iPhone,iPhone 15 128GB,New,799,78302,706.13,69900.8,11.6,Prime Day,In Stock,4.9,730,2024,7
2024-07-18,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1010.08,100120.0,15.8,Prime Day,Low Stock,4.7,467,2024,7
2024-07-18,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,872.97,73416.2,27.2,No Sale Event,In Stock,4.4,963,2024,7
2024-07-18,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1192.85,116894.0,0.5,No Sale Event,In Stock,4.9,1253,2024,7
2024-07-19,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,259.89,25671.6,39.4,No Sale Event,Low Stock,4.8,2599,2024,7
2024-07-19,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,331.89,32436.6,22.6,No Sale Event,In Stock,4.5,1650,2024,7
2024-07-19,Flipkart,Watch,Apple Watch Ultra,New,799,78302,706.14,70249.2,11.6,No Sale Event,In Stock,4.7,1595,2024,7
2024-07-19,Flipkart,Watch,Apple Watch Ultra,New,799,78302,709.36,68127.1,11.2,No Sale Event,In Stock,4.4,2659,2024,7
2024-07-19,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,799.74,77715.6,-0.1,No Sale Event,In Stock,4.3,1279,2024,7
2024-07-19,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,786.36,76734.9,1.6,No Sale Event,In Stock,4.7,1625,2024,7
2024-07-19,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,805.87,78949.9,-0.9,No Sale Event,In Stock,4.8,793,2024,7
2024-07-19,Flipkart,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,78302,631.04,52889.1,21.0,No Sale Event,Out of Stock,3.9,1646,2024,7
2024-07-19,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,803.53,78370.8,-0.6,No Sale Event,In Stock,4.4,1238,2024,7
2024-07-19,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1079.21,106484.0,1.8,No Sale Event,In Stock,4.5,286,2024,7
2024-07-19,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1120.17,109335.0,-1.9,No Sale Event,In Stock,4.9,744,2024,7
2024-07-19,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1118.24,109234.0,-1.8,No Sale Event,In Stock,4.7,542,2024,7
2024-07-19,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,1109.06,107015.0,-0.9,No Sale Event,In Stock,4.8,707,2024,7
2024-07-19,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,1108.44,109844.0,-0.9,No Sale Event,In Stock,4.6,249,2024,7
2024-07-19,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1336.5,111666.0,33.1,No Sale Event,Out of Stock,3.8,3117,2024,7
2024-07-19,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1432.91,120307.0,28.3,No Sale Event,In Stock,4.4,3039,2024,7
2024-07-19,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1927.96,191043.0,3.6,No Sale Event,In Stock,4.7,2140,2024,7
2024-07-19,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,2036.93,200020.0,-1.9,No Sale Event,In Stock,4.7,460,2024,7
2024-07-19,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1528.66,129524.0,23.5,No Sale Event,In Stock,4.1,1419,2024,7
2024-07-19,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,146.25,12330.7,55.5,No Sale Event,In Stock,3.9,4872,2024,7
2024-07-19,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,358.91,35136.9,40.1,No Sale Event,Out of Stock,4.7,1985,2024,7
2024-07-19,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,358.4,35135.7,40.2,No Sale Event,In Stock,4.6,7194,2024,7
2024-07-19,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,395.72,39364.0,33.9,No Sale Event,Out of Stock,4.7,2375,2024,7
2024-07-19,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,497.99,48953.3,37.7,No Sale Event,Out of Stock,4.2,4848,2024,7
2024-07-19,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1012.45,98375.9,-1.3,No Sale Event,In Stock,4.5,318,2024,7
2024-07-19,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1008.89,100421.0,-1.0,No Sale Event,Out of Stock,4.4,414,2024,7
2024-07-19,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,782.79,67098.5,21.6,No Sale Event,In Stock,4.0,323,2024,7
2024-07-19,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,798.09,69164.9,33.4,No Sale Event,In Stock,4.0,1283,2024,7
2024-07-19,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1079.57,105891.0,10.0,No Sale Event,In Stock,4.2,1445,2024,7
2024-07-19,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1083.41,106592.0,9.6,No Sale Event,In Stock,4.5,2783,2024,7
2024-07-19,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,498.65,48650.8,37.6,No Sale Event,In Stock,4.4,4733,2024,7
2024-07-19,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,490.72,48918.6,38.6,No Sale Event,Low Stock,4.6,2462,2024,7
2024-07-19,Flipkart,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,550.48,46677.0,44.9,No Sale Event,In Stock,4.2,4800,2024,7
2024-07-19,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,97902,587.81,49019.0,41.2,No Sale Event,Out of Stock,4.0,3048,2024,7
2024-07-19,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,695.92,67999.8,30.3,No Sale Event,Out of Stock,4.4,3834,2024,7
2024-07-19,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,703.33,69450.0,29.6,No Sale Event,Out of Stock,4.5,2630,2024,7
2024-07-19,Amazon,iPhone,iPhone 13 128GB,New,799,78302,610.33,59241.2,23.6,No Sale Event,In Stock,4.5,3679,2024,7
2024-07-19,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1011.59,101051.0,15.6,No Sale Event,In Stock,4.7,3210,2024,7
2024-07-19,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1017.27,98142.5,15.2,No Sale Event,In Stock,4.8,2099,2024,7
2024-07-19,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,986.38,94973.1,17.7,No Sale Event,In Stock,4.4,4805,2024,7
2024-07-19,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,982.92,97867.5,18.0,No Sale Event,In Stock,4.8,2198,2024,7
2024-07-19,Amazon,iPhone,iPhone 14 128GB,New,799,78302,696.76,67719.0,12.8,No Sale Event,In Stock,4.6,2760,2024,7
2024-07-19,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,703.58,67892.0,11.9,No Sale Event,In Stock,4.2,1760,2024,7
2024-07-19,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,896.49,89399.6,10.3,No Sale Event,In Stock,4.3,2318,2024,7
2024-07-19,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,711.75,61234.6,28.8,No Sale Event,In Stock,4.1,2572,2024,7
2024-07-19,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,806.88,78728.8,-1.0,No Sale Event,In Stock,4.6,455,2024,7
2024-07-19,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,797.53,78167.9,0.2,No Sale Event,In Stock,4.6,1687,2024,7
2024-07-19,Amazon,iPhone,iPhone 15 128GB,New,799,78302,807.48,80541.1,-1.1,No Sale Event,In Stock,4.9,1576,2024,7
2024-07-19,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,609.78,52171.2,23.7,No Sale Event,In Stock,3.8,1414,2024,7
2024-07-19,Amazon,iPhone,iPhone 15 128GB,New,799,78302,787.89,76430.5,1.4,No Sale Event,In Stock,4.6,1116,2024,7
2024-07-19,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1206.66,119150.0,-0.6,No Sale Event,In Stock,4.4,1155,2024,7
2024-07-19,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,884.63,75867.4,26.2,No Sale Event,In Stock,4.1,528,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,252.37,24267.6,41.2,No Sale Event,In Stock,4.7,4616,2024,7
2024-07-20,Amazon,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,203.45,17233.1,52.6,No Sale Event,In Stock,4.3,2869,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,333.51,28505.5,22.3,No Sale Event,In Stock,3.9,1595,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,331.37,28726.3,22.8,No Sale Event,In Stock,4.3,1708,2024,7
2024-07-20,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,338.23,28675.1,21.2,No Sale Event,In Stock,4.5,1024,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,331.25,27812.7,22.8,No Sale Event,In Stock,4.1,1717,2024,7
2024-07-20,Amazon,Watch,Apple Watch Ultra,New,799,78302,688.28,67176.0,13.9,No Sale Event,In Stock,4.7,1766,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Ultra,New,799,78302,688.49,68484.1,13.8,No Sale Event,In Stock,4.7,1803,2024,7
2024-07-20,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,788.86,76918.6,1.3,No Sale Event,In Stock,4.4,1281,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,809.08,79360.6,-1.3,No Sale Event,In Stock,4.4,885,2024,7
2024-07-20,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,808.54,79515.0,-1.2,No Sale Event,In Stock,4.8,786,2024,7
2024-07-20,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,693.29,69189.8,30.6,No Sale Event,Low Stock,4.4,5900,2024,7
2024-07-20,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,700.02,67248.2,29.9,No Sale Event,In Stock,4.8,7281,2024,7
2024-07-20,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,689.3,66308.6,31.0,No Sale Event,Out of Stock,4.2,3616,2024,7
2024-07-20,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,698.99,67686.6,30.0,No Sale Event,Out of Stock,4.6,3006,2024,7
2024-07-20,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1018.31,98990.4,15.1,No Sale Event,In Stock,4.4,3285,2024,7
2024-07-20,Amazon,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,881.66,75322.4,19.8,No Sale Event,In Stock,3.8,729,2024,7
2024-07-20,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,780.32,65714.1,29.0,No Sale Event,In Stock,4.0,342,2024,7
2024-07-20,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,1103.32,109848.0,-0.4,No Sale Event,In Stock,4.7,704,2024,7
2024-07-20,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1413.27,120828.0,29.3,No Sale Event,In Stock,4.3,3177,2024,7
2024-07-20,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1808.44,179015.0,9.5,No Sale Event,In Stock,4.4,1510,2024,7
2024-07-20,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1773.99,171839.0,11.3,No Sale Event,Low Stock,4.5,5190,2024,7
2024-07-20,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1458.6,122565.0,27.0,No Sale Event,In Stock,4.2,1038,2024,7
2024-07-20,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,2009.52,197832.0,-0.5,No Sale Event,In Stock,4.4,1430,2024,7
2024-07-20,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,2021.61,197687.0,-1.1,No Sale Event,In Stock,4.6,455,2024,7
2024-07-20,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,201.24,19919.7,38.8,No Sale Event,In Stock,4.3,3883,2024,7
2024-07-20,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,195.79,19090.4,40.5,No Sale Event,Out of Stock,4.6,5643,2024,7
2024-07-20,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,297.45,25439.6,50.3,No Sale Event,In Stock,4.4,1390,2024,7
2024-07-20,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,393.21,38631.4,34.4,No Sale Event,In Stock,4.7,2733,2024,7
2024-07-20,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,395.49,38585.8,34.0,No Sale Event,In Stock,4.2,2344,2024,7
2024-07-20,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,500.94,49020.2,37.3,No Sale Event,In Stock,4.7,5530,2024,7
2024-07-20,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,418.14,35812.2,47.7,No Sale Event,Out of Stock,4.4,5582,2024,7
2024-07-20,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,398.86,34222.1,50.1,No Sale Event,Out of Stock,4.0,4306,2024,7
2024-07-20,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,506.68,50180.5,36.6,No Sale Event,Low Stock,4.8,4805,2024,7
2024-07-20,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,494.53,48278.2,38.1,No Sale Event,Low Stock,4.7,5559,2024,7
2024-07-20,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,494.11,48557.3,38.2,No Sale Event,In Stock,4.6,2203,2024,7
2024-07-20,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1014.41,99367.7,-1.5,No Sale Event,In Stock,4.8,320,2024,7
2024-07-20,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,815.54,68735.9,18.4,No Sale Event,In Stock,4.1,326,2024,7
