order_id,order_date,order_month,order_quarter,order_year,customer_id,gender,age,city,state,membership_tier,product_id,product_name,category,sub_category,brand,color,size,mrp,discount_percent,selling_price,quantity,total_amount,payment_mode,order_channel,order_status,delivery_days,rating
MYN104559,2023-12-04,December,Q4,2023,CUST00227,Female,45,Surat,Gujarat,Non-Member,P20001,AND Checked Sweatshirt,Women,Topwear,AND,Grey,S,1669.0,60,667.6,2,1335.2,UPI,Mobile App,Delivered,3,5.0
MYN104560,2024-02-22,February,Q1,2024,CUST00089,Male,27,Surat,Gujarat,Non-Member,P99758,HRX Kids Slim Fit Jacket,Kids,Topwear,HRX Kids,Purple,S,4419.0,30,3093.3,1,3093.3,Credit Card,Mobile App,Cancelled,2,4.0
MYN104561,2023-02-17,February,Q1,2023,CUST01378,Male,34,Indore,Madhya Pradesh,Insider,P43933,Mothercare Floral Kurta Set,Kids,Ethnic Wear,Mothercare,Purple,S,2259.0,10,2033.1,1,2033.1,Credit Card,Mobile App,Returned,2,4.0
MYN104562,2024-06-24,June,Q2,2024,CUST00566,Male,40,Ahmedabad,Gujarat,Insider,P26845,HRX Slim Fit Cardigan,Men,Winterwear,HRX,Blue,S,5219.0,40,3131.4,1,3131.4,Myntra Wallet,Website,Returned,7,4.0
MYN104563,2024-09-28,September,Q3,2024,CUST02416,Male,40,Jaipur,Rajasthan,Non-Member,P85146,Zara Graphic Loafers,Women,Footwear,Zara,Yellow,11,2519.0,40,1511.4,2,3022.8,UPI,Mobile App,Delivered,4,1.0
MYN104564,2023-11-08,November,Q4,2023,CUST00691,Male,29,Delhi,Delhi,Insider Gold,P10797,Mamaearth Solid Perfume,Beauty,Fragrance,Mamaearth,Navy,XL,1719.0,40,1031.4,3,3094.2,Cash on Delivery,Website,Delivered,9,3.0
MYN104565,2024-05-20,May,Q2,2024,CUST01225,Male,51,Patna,Bihar,Insider,P14113,Levis Floral Shorts,Men,Bottomwear,Levis,Yellow,XS,1949.0,30,1364.3,1,1364.3,Credit Card,Mobile App,Delivered,7,2.0
MYN104566,2023-02-24,February,Q1,2023,CUST01742,Male,35,Visakhapatnam,Andhra Pradesh,Insider,P73295,Adidas Oversized Sandals,Footwear,Sandals,Adidas,Maroon,6,1689.0,40,1013.4,3,3040.2,Credit Card,Website,Delivered,7,1.0
MYN104567,2023-05-20,May,Q2,2023,CUST00680,Male,30,Lucknow,Uttar Pradesh,Insider,P63948,Spaces Formal Table Lamp,Home & Living,Decor,Spaces,Blue,XXL,1679.0,50,839.5,1,839.5,Debit Card,Website,Delivered,8,4.0
MYN104568,2023-08-05,August,Q3,2023,CUST01331,Female,42,Lucknow,Uttar Pradesh,Insider,P32450,HRX Solid Wallet,Men,Accessories,HRX,Black,M,3099.0,20,2479.2,3,7437.6,UPI,Mobile Web,Cancelled,6,4.0
MYN104569,2023-03-29,March,Q1,2023,CUST00458,Female,36,Chandigarh,Chandigarh,Non-Member,P91528,Louis Philippe Regular Fit Sunglasses,Men,Accessories,Louis Philippe,White,XS,869.0,20,695.2,1,695.2,Cash on Delivery,Mobile App,Cancelled,4,4.0
MYN104570,2025-01-14,January,Q1,2025,CUST00458,Female,36,Chandigarh,Chandigarh,Non-Member,P61298,Gini and Jony Printed Puzzle,Kids,Toys,Gini and Jony,Pink,XXL,4989.0,30,3492.3,1,3492.3,Debit Card,Website,Delivered,4,4.0
MYN104571,2023-07-04,July,Q3,2023,CUST02024,Male,30,Kochi,Kerala,Non-Member,P84421,Roadster Printed Briefs Pack,Men,Innerwear,Roadster,Red,XS,3449.0,50,1724.5,2,3449.0,UPI,Mobile App,Delivered,3,4.0
MYN104572,2025-12-06,December,Q4,2025,CUST00529,Male,46,Chennai,Tamil Nadu,Insider Gold,P46237,Nykaa Checked Kajal,Beauty,Makeup,Nykaa,Orange,S,209.0,10,188.1,1,188.1,Debit Card,Mobile App,Delivered,3,5.0
MYN104573,2024-11-12,November,Q4,2024,CUST02197,Female,28,Chennai,Tamil Nadu,Non-Member,P33548,Spaces Embroidered Dinner Set,Home & Living,Kitchen,Spaces,Grey,XL,859.0,10,773.1,1,773.1,Debit Card,Mobile App,Delivered,8,5.0
MYN104574,2024-01-21,January,Q1,2024,CUST00044,Male,30,Bengaluru,Karnataka,Non-Member,P67986,US Polo Assn Regular Fit Loafers,Men,Footwear,US Polo Assn,White,11,2319.0,20,1855.2,2,3710.4,UPI,Mobile App,Delivered,8,4.0
MYN104575,2025-04-24,April,Q2,2025,CUST00276,Female,18,Chandigarh,Chandigarh,Insider,P35661,Biba Checked Dupatta Set,Women,Ethnic Wear,Biba,Navy,XXL,5489.0,40,3293.4,1,3293.4,UPI,Website,Returned,7,4.0
MYN104576,2023-04-12,April,Q2,2023,CUST00497,Female,36,Indore,Madhya Pradesh,Insider,P52490,Bombay Dyeing Floral Table Lamp,Home & Living,Decor,Bombay Dyeing,Red,L,1409.0,50,704.5,1,704.5,Debit Card,Mobile App,Cancelled,6,4.0
MYN104577,2025-08-10,August,Q3,2025,CUST01175,Female,38,Mumbai,Maharashtra,Insider,P36916,Puma Checked Shorts,Men,Bottomwear,Puma,Maroon,XS,5069.0,10,4562.1,1,4562.1,UPI,Mobile App,Delivered,4,5.0
MYN104578,2025-11-17,November,Q4,2025,CUST01494,Female,35,Indore,Madhya Pradesh,Non-Member,P53218,Zara Slim Fit Earrings,Women,Jewellery,Zara,Grey,L,4439.0,20,3551.2,1,3551.2,Credit Card,Mobile App,Delivered,2,3.0
MYN104579,2025-05-18,May,Q2,2025,CUST00075,Female,22,Chennai,Tamil Nadu,Insider,P51126,H&M Solid Nightsuit,Women,Lingerie,H&M,Red,M,2579.0,0,2579.0,1,2579.0,UPI,Mobile App,Delivered,9,5.0
MYN104580,2025-11-15,November,Q4,2025,CUST01969,Male,23,Hyderabad,Telangana,Insider Gold,P85765,Lakme Striped Conditioner,Beauty,Haircare,Lakme,Maroon,S,1289.0,10,1160.1,1,1160.1,Debit Card,Mobile App,Delivered,5,4.0
MYN104581,2024-09-07,September,Q3,2024,CUST02291,Male,40,Indore,Madhya Pradesh,Non-Member,P70072,H&M Formal Kurta,Men,Topwear,H&M,Red,XL,5869.0,30,4108.3,2,8216.6,Cash on Delivery,Website,Pending,2,4.0
MYN104582,2024-02-05,February,Q1,2024,CUST01332,Female,25,Pune,Maharashtra,Insider,P34492,Lakme Solid Body Lotion,Beauty,Bath & Body,Lakme,Multicolor,XS,2229.0,60,891.6,1,891.6,UPI,Website,Delivered,8,5.0
MYN104583,2024-04-28,April,Q2,2024,CUST01171,Male,41,Hyderabad,Telangana,Non-Member,P48963,Bata Checked Sneakers,Footwear,Casual Shoes,Bata,Maroon,8,5729.0,30,4010.3,1,4010.3,Credit Card,Mobile App,Returned,3,4.0
MYN104584,2024-10-27,October,Q4,2024,CUST01685,Male,27,Chandigarh,Chandigarh,Insider,P82038,Roadster Printed Vest Pack,Men,Innerwear,Roadster,Blue,S,2819.0,30,1973.3,1,1973.3,Credit Card,Mobile App,Delivered,9,3.0
MYN104585,2025-07-15,July,Q3,2025,CUST01264,Female,48,Surat,Gujarat,Non-Member,P52138,Gini and Jony Printed Saree,Kids,Ethnic Wear,Gini and Jony,Purple,XS,2429.0,20,1943.2,3,5829.6,Debit Card,Mobile App,Delivered,9,4.0
MYN104586,2024-08-28,August,Q3,2024,CUST00921,Female,43,Bhopal,Madhya Pradesh,Insider,P20628,US Polo Kids Embroidered Joggers,Kids,Bottomwear,US Polo Kids,White,M,749.0,40,449.4,1,449.4,Myntra Wallet,Mobile App,Delivered,9,4.0
MYN104587,2023-08-19,August,Q3,2023,CUST02377,Male,30,Surat,Gujarat,Insider,P33093,H&M Oversized Cardigan,Women,Winterwear,H&M,Black,XS,3029.0,10,2726.1,1,2726.1,Cash on Delivery,Mobile App,Delivered,3,3.0
MYN104588,2023-09-11,September,Q3,2023,CUST00285,Male,33,Chennai,Tamil Nadu,Non-Member,P95950,Zara Slim Fit Necklace Set,Women,Jewellery,Zara,Multicolor,S,4419.0,30,3093.3,1,3093.3,Debit Card,Mobile App,Delivered,9,3.0
MYN104589,2023-03-16,March,Q1,2023,CUST00993,Male,33,Bhopal,Madhya Pradesh,Non-Member,P85953,Gini and Jony Checked Sherwani,Kids,Ethnic Wear,Gini and Jony,Grey,XL,1689.0,40,1013.4,1,1013.4,UPI,Mobile App,Delivered,2,5.0
MYN104590,2025-04-05,April,Q2,2025,CUST02175,Female,37,Chennai,Tamil Nadu,Insider,P50495,HRX Embroidered Skirt,Men,Bottomwear,HRX,Black,S,3209.0,10,2888.1,1,2888.1,UPI,Mobile Web,Delivered,6,4.0
MYN104591,2024-05-23,May,Q2,2024,CUST00320,Male,21,Jaipur,Rajasthan,Insider,P92560,Roadster Regular Fit Trousers,Women,Bottomwear,Roadster,Black,M,649.0,10,584.1,1,584.1,UPI,Mobile Web,Delivered,3,5.0
MYN104592,2024-10-23,October,Q4,2024,CUST02563,Female,31,Coimbatore,Tamil Nadu,Non-Member,P62085,AND Solid Camisole,Women,Lingerie,AND,Purple,XXL,2559.0,20,2047.2,2,4094.4,Cash on Delivery,Website,Returned,4,4.0
MYN104593,2024-03-31,March,Q1,2024,CUST00038,Male,46,Coimbatore,Tamil Nadu,Insider,P78409,AND Striped Nightsuit,Women,Lingerie,AND,Grey,S,2009.0,40,1205.4,1,1205.4,Debit Card,Mobile App,Pending,4,4.0
MYN104594,2023-01-20,January,Q1,2023,CUST00106,Male,28,Kochi,Kerala,Non-Member,P33069,Puma Casual Canvas Shoes,Footwear,Casual Shoes,Puma,Multicolor,11,3029.0,10,2726.1,1,2726.1,UPI,Mobile Web,Cancelled,4,4.0
MYN104595,2024-08-20,August,Q3,2024,CUST01093,Female,27,Patna,Bihar,Non-Member,P38583,US Polo Assn Striped Shirt,Men,Topwear,US Polo Assn,Pink,XXL,419.0,20,335.2,1,335.2,UPI,Mobile Web,Delivered,7,5.0
MYN104596,2025-07-09,July,Q3,2025,CUST02249,Female,30,Jaipur,Rajasthan,Non-Member,P41530,Biba Graphic Boots,Women,Footwear,Biba,Green,9,1579.0,40,947.4,1,947.4,UPI,Mobile App,Delivered,9,5.0
MYN104597,2025-08-18,August,Q3,2025,CUST01563,Male,23,Chennai,Tamil Nadu,Non-Member,P40733,Roadster Formal Sweater,Men,Winterwear,Roadster,Navy,M,1229.0,30,860.3,1,860.3,UPI,Website,Delivered,9,4.0
MYN104598,2025-01-12,January,Q1,2025,CUST00637,Female,41,Chandigarh,Chandigarh,Insider,P89437,Levis Floral Lehenga,Men,Ethnic Wear,Levis,Multicolor,XS,4769.0,20,3815.2,1,3815.2,Cash on Delivery,Mobile App,Returned,5,4.0
MYN104599,2023-01-13,January,Q1,2023,CUST01152,Male,46,Chandigarh,Chandigarh,Non-Member,P88439,Lakme Graphic Foundation,Beauty,Makeup,Lakme,Maroon,L,1649.0,60,659.6,1,659.6,Myntra Wallet,Website,Delivered,9,4.0
MYN104600,2023-10-21,October,Q4,2023,CUST02133,Male,31,Kolkata,West Bengal,Insider,P31563,AND Relaxed Fit Camisole,Women,Lingerie,AND,Blue,L,3659.0,20,2927.2,1,2927.2,Credit Card,Mobile App,Delivered,7,5.0
MYN104601,2023-07-15,July,Q3,2023,CUST01075,Male,46,Chandigarh,Chandigarh,Insider,P96709,US Polo Kids Checked Kurta Set,Kids,Ethnic Wear,US Polo Kids,Beige,S,4459.0,20,3567.2,1,3567.2,Cash on Delivery,Mobile App,Returned,3,4.0
MYN104602,2023-03-25,March,Q1,2023,CUST02096,Female,41,Bhopal,Madhya Pradesh,Non-Member,P14206,HRX Oversized Jacket,Men,Topwear,HRX,Orange,XS,1639.0,50,819.5,1,819.5,Net Banking,Mobile App,Delivered,7,4.0
MYN104603,2025-06-30,June,Q2,2025,CUST01116,Female,27,Chandigarh,Chandigarh,Insider Gold,P80381,Roadster Relaxed Fit Loafers,Men,Footwear,Roadster,Maroon,6,1329.0,10,1196.1,1,1196.1,UPI,Mobile App,Delivered,4,5.0
MYN104604,2025-12-30,December,Q4,2025,CUST00574,Male,41,Ahmedabad,Gujarat,Insider Gold,P71918,H&M Regular Fit Sweater,Women,Winterwear,H&M,Blue,S,3509.0,40,2105.4,1,2105.4,Cash on Delivery,Mobile Web,Cancelled,4,4.0
MYN104605,2025-09-03,September,Q3,2025,CUST02090,Female,48,Patna,Bihar,Insider Gold,P55500,Mamaearth Checked Kajal,Beauty,Makeup,Mamaearth,Maroon,S,1399.0,40,839.4,1,839.4,Myntra Wallet,Mobile App,Cancelled,4,4.0
MYN104606,2024-12-05,December,Q4,2024,CUST02492,Male,48,Chennai,Tamil Nadu,Insider,P19632,Sugar Cosmetics Relaxed Fit Deodorant,Beauty,Fragrance,Sugar Cosmetics,Purple,L,1399.0,40,839.4,1,839.4,Myntra Wallet,Website,Returned,6,4.0
MYN104607,2023-07-10,July,Q3,2023,CUST00352,Female,54,Indore,Madhya Pradesh,Insider Gold,P68017,Only Checked Earrings,Women,Jewellery,Only,Navy,M,3579.0,20,2863.2,1,2863.2,Cash on Delivery,Mobile App,Delivered,8,3.0
MYN104608,2023-01-21,January,Q1,2023,CUST00733,Male,41,Patna,Bihar,Insider,P11956,US Polo Kids Oversized Saree,Kids,Ethnic Wear,US Polo Kids,Maroon,XS,1609.0,30,1126.3,1,1126.3,Credit Card,Mobile App,Delivered,6,5.0
MYN104609,2024-09-06,September,Q3,2024,CUST01050,Female,29,Kochi,Kerala,Non-Member,P48005,US Polo Kids Embroidered Vest Pack,Kids,Innerwear,US Polo Kids,Grey,L,5039.0,30,3527.3,1,3527.3,UPI,Mobile App,Delivered,4,4.0
MYN104610,2023-11-30,November,Q4,2023,CUST01168,Male,46,Mumbai,Maharashtra,Insider,P35760,W Embroidered T-Shirt,Women,Topwear,W,White,XL,5909.0,20,4727.2,1,4727.2,UPI,Mobile App,Delivered,3,5.0
MYN104611,2024-10-22,October,Q4,2024,CUST02583,Female,44,Kolkata,West Bengal,Insider,P59894,US Polo Assn Solid Lehenga,Men,Ethnic Wear,US Polo Assn,Purple,XS,5259.0,30,3681.3,1,3681.3,UPI,Mobile App,Delivered,4,1.0
MYN104612,2024-06-03,June,Q2,2024,CUST02369,Male,43,Ahmedabad,Gujarat,Non-Member,P99374,Allen Solly Junior Regular Fit Boxers Pack,Kids,Innerwear,Allen Solly Junior,Red,M,5569.0,10,5012.1,2,10024.2,UPI,Mobile Web,Delivered,8,5.0
MYN104613,2025-10-16,October,Q4,2025,CUST00275,Male,47,Guwahati,Assam,Insider,P36518,HRX Kids Casual Saree,Kids,Ethnic Wear,HRX Kids,Yellow,XXL,2529.0,30,1770.3,2,3540.6,Debit Card,Mobile App,Returned,9,4.0
MYN104614,2024-07-30,July,Q3,2024,CUST02471,Male,19,Delhi,Delhi,Non-Member,P57763,Puma Checked Training Shoes,Footwear,Sports Shoes,Puma,Yellow,11,1229.0,30,860.3,1,860.3,UPI,Mobile App,Delivered,3,2.0
MYN104615,2024-03-30,March,Q1,2024,CUST01463,Male,25,Indore,Madhya Pradesh,Non-Member,P80941,H&M Casual Sneakers,Men,Footwear,H&M,Purple,11,869.0,60,347.6,1,347.6,UPI,Mobile App,Delivered,8,5.0
MYN104616,2025-05-16,May,Q2,2025,CUST00750,Male,31,Delhi,Delhi,Insider Gold,P42723,HRX Casual Wallet,Men,Accessories,HRX,Purple,L,3349.0,50,1674.5,3,5023.5,Cash on Delivery,Mobile App,Delivered,6,5.0
MYN104617,2025-12-16,December,Q4,2025,CUST01530,Female,28,Kolkata,West Bengal,Insider Gold,P28620,Maybelline Relaxed Fit Soap,Beauty,Bath & Body,Maybelline,Purple,XXL,299.0,40,179.4,1,179.4,Debit Card,Mobile App,Returned,5,4.0
MYN104618,2024-06-03,June,Q2,2024,CUST01769,Female,31,Kochi,Kerala,Insider,P76564,H&M Checked T-Shirt,Men,Topwear,H&M,Green,XXL,829.0,20,663.2,3,1989.6,UPI,Mobile App,Delivered,5,3.0
MYN104619,2025-10-10,October,Q4,2025,CUST01330,Male,17,Surat,Gujarat,Non-Member,P27218,Gini and Jony Regular Fit Jacket,Kids,Topwear,Gini and Jony,White,XL,1859.0,40,1115.4,1,1115.4,Net Banking,Mobile App,Delivered,5,2.0
MYN104620,2024-02-13,February,Q1,2024,CUST01834,Male,31,Indore,Madhya Pradesh,Non-Member,P62638,Biba Solid Sandals,Women,Footwear,Biba,Multicolor,6,5509.0,0,5509.0,1,5509.0,Myntra Wallet,Mobile App,Delivered,2,5.0
MYN104621,2024-04-19,April,Q2,2024,CUST01590,Male,21,Coimbatore,Tamil Nadu,Non-Member,P47286,Story@Home Graphic Curtain Set,Home & Living,Furnishing,Story@Home,Black,L,4269.0,20,3415.2,1,3415.2,Cash on Delivery,Mobile App,Pending,6,4.0
MYN104622,2025-04-20,April,Q2,2025,CUST02005,Male,23,Nagpur,Maharashtra,Insider,P62935,H&M Embroidered Camisole,Women,Lingerie,H&M,Beige,XL,3289.0,60,1315.6,1,1315.6,UPI,Website,Delivered,6,5.0
MYN104623,2024-01-06,January,Q1,2024,CUST02003,Female,23,Chandigarh,Chandigarh,Non-Member,P12717,HRX Kids Slim Fit Dupatta Set,Kids,Ethnic Wear,HRX Kids,Beige,XL,2429.0,40,1457.4,1,1457.4,UPI,Mobile App,Returned,6,4.0
MYN104624,2024-05-03,May,Q2,2024,CUST02208,Male,16,Hyderabad,Telangana,Non-Member,P12228,HRX Kids Casual Briefs Pack,Kids,Innerwear,HRX Kids,Beige,XL,4789.0,20,3831.2,1,3831.2,UPI,Mobile App,Cancelled,7,4.0
MYN104625,2025-09-27,September,Q3,2025,CUST00052,Female,24,Kochi,Kerala,Insider,P27263,H&M Oversized Boots,Women,Footwear,H&M,Beige,10,909.0,30,636.3,1,636.3,Credit Card,Mobile App,Delivered,8,4.0
MYN104626,2025-01-23,January,Q1,2025,CUST01259,Male,22,Ahmedabad,Gujarat,Insider Gold,P35692,Bata Relaxed Fit Flip Flops,Footwear,Flip Flops,Bata,Yellow,6,5119.0,60,2047.6,1,2047.6,Cash on Delivery,Mobile App,Returned,9,4.0
MYN104627,2023-06-29,June,Q2,2023,CUST00556,Male,24,Patna,Bihar,Non-Member,P84175,Levis Formal Kurta,Men,Topwear,Levis,Black,S,2399.0,30,1679.3,1,1679.3,Credit Card,Mobile App,Returned,8,4.0
MYN104628,2025-11-08,November,Q4,2025,CUST01094,Male,34,Bengaluru,Karnataka,Insider,P38693,Roadster Relaxed Fit T-Shirt,Women,Topwear,Roadster,Black,XXL,1359.0,50,679.5,1,679.5,Myntra Wallet,Mobile App,Delivered,5,4.0
MYN104629,2025-04-20,April,Q2,2025,CUST01798,Male,19,Bhopal,Madhya Pradesh,Non-Member,P72900,Mothercare Oversized Sweatshirt,Kids,Topwear,Mothercare,Navy,XS,5789.0,10,5210.1,1,5210.1,Net Banking,Mobile App,Cancelled,3,4.0
MYN104630,2024-01-15,January,Q1,2024,CUST02028,Male,22,Indore,Madhya Pradesh,Insider,P77136,Mamaearth Relaxed Fit Moisturizer,Beauty,Skincare,Mamaearth,Green,S,1839.0,30,1287.3,1,1287.3,Cash on Delivery,Mobile Web,Pending,4,4.0
MYN104631,2024-07-09,July,Q3,2024,CUST00237,Female,47,Coimbatore,Tamil Nadu,Insider,P82453,US Polo Kids Embroidered Kurta,Kids,Topwear,US Polo Kids,Black,M,3059.0,60,1223.6,1,1223.6,UPI,Mobile App,Delivered,3,2.0
MYN104632,2023-05-05,May,Q2,2023,CUST01798,Male,19,Bhopal,Madhya Pradesh,Non-Member,P65137,AND Printed Shirt,Women,Topwear,AND,Orange,XL,4699.0,30,3289.3,1,3289.3,Credit Card,Mobile App,Returned,3,4.0
MYN104633,2023-07-30,July,Q3,2023,CUST00434,Female,26,Kolkata,West Bengal,Non-Member,P27757,W Printed Cardigan,Women,Winterwear,W,Blue,XS,1789.0,40,1073.4,1,1073.4,UPI,Mobile App,Cancelled,7,4.0
MYN104634,2024-11-11,November,Q4,2024,CUST00824,Male,52,Hyderabad,Telangana,Non-Member,P38695,Louis Philippe Oversized Sunglasses,Men,Accessories,Louis Philippe,Maroon,XXL,2149.0,20,1719.2,1,1719.2,Myntra Wallet,Mobile App,Delivered,7,5.0
MYN104635,2025-09-23,September,Q3,2025,CUST01064,Female,51,Hyderabad,Telangana,Insider,P53789,Louis Philippe Floral Briefs Pack,Men,Innerwear,Louis Philippe,Navy,M,749.0,50,374.5,1,374.5,UPI,Mobile App,Cancelled,2,4.0
MYN104636,2024-08-05,August,Q3,2024,CUST01150,Female,25,Hyderabad,Telangana,Insider,P62914,Roadster Casual Hoodie,Women,Winterwear,Roadster,Beige,XXL,2729.0,10,2456.1,1,2456.1,Credit Card,Mobile App,Delivered,2,5.0
MYN104637,2024-04-10,April,Q2,2024,CUST00739,Female,23,Nagpur,Maharashtra,Non-Member,P79477,Only Graphic Kurta Set,Women,Ethnic Wear,Only,White,L,6339.0,10,5705.1,1,5705.1,Debit Card,Mobile App,Cancelled,2,4.0
MYN104638,2025-07-31,July,Q3,2025,CUST00712,Male,29,Indore,Madhya Pradesh,Insider,P66080,HRX Solid Dupatta Set,Men,Ethnic Wear,HRX,Maroon,XS,1739.0,50,869.5,1,869.5,Net Banking,Mobile App,Cancelled,3,4.0
MYN104639,2023-01-13,January,Q1,2023,CUST02226,Male,16,Delhi,Delhi,Insider,P14162,Mamaearth Oversized Face Wash,Beauty,Skincare,Mamaearth,Orange,S,859.0,20,687.2,1,687.2,UPI,Mobile App,Cancelled,7,4.0
MYN104640,2023-11-03,November,Q4,2023,CUST00408,Male,34,Chandigarh,Chandigarh,Non-Member,P82834,Roadster Graphic Sweater,Men,Winterwear,Roadster,White,S,5909.0,60,2363.6,3,7090.8,Myntra Wallet,Mobile Web,Delivered,6,2.0
MYN104641,2023-09-16,September,Q3,2023,CUST01043,Female,40,Bhopal,Madhya Pradesh,Non-Member,P83349,H&M Striped Joggers,Men,Bottomwear,H&M,Yellow,M,949.0,0,949.0,1,949.0,Cash on Delivery,Website,Cancelled,3,4.0
MYN104642,2025-10-03,October,Q4,2025,CUST00832,Female,52,Ahmedabad,Gujarat,Insider,P44654,Louis Philippe Regular Fit Jacket,Men,Topwear,Louis Philippe,Blue,L,4149.0,30,2904.3,1,2904.3,Debit Card,Mobile App,Returned,7,4.0
MYN104643,2024-05-12,May,Q2,2024,CUST01941,Female,26,Chennai,Tamil Nadu,Insider Gold,P74966,AND Checked Lehenga,Women,Ethnic Wear,AND,Yellow,L,5359.0,60,2143.6,1,2143.6,Cash on Delivery,Mobile App,Delivered,4,3.0
MYN104644,2024-02-29,February,Q1,2024,CUST00705,Female,17,Hyderabad,Telangana,Non-Member,P30303,Biba Printed Bangles,Women,Jewellery,Biba,Green,M,819.0,40,491.4,3,1474.2,Cash on Delivery,Mobile App,Delivered,8,1.0
MYN104645,2023-05-04,May,Q2,2023,CUST00568,Male,50,Pune,Maharashtra,Insider,P53957,Maybelline Solid Compact,Beauty,Makeup,Maybelline,Yellow,XXL,309.0,40,185.4,2,370.8,UPI,Mobile App,Returned,4,4.0
MYN104646,2024-10-08,October,Q4,2024,CUST02570,Female,29,Bengaluru,Karnataka,Insider,P34245,L'Oreal Slim Fit Deodorant,Beauty,Fragrance,L'Oreal,Orange,XS,779.0,20,623.2,1,623.2,Cash on Delivery,Website,Delivered,2,4.0
MYN104647,2025-06-21,June,Q2,2025,CUST00575,Female,40,Nagpur,Maharashtra,Insider Gold,P39396,Louis Philippe Checked Boots,Men,Footwear,Louis Philippe,White,10,1849.0,30,1294.3,1,1294.3,UPI,Mobile App,Delivered,7,4.0
MYN104648,2023-09-15,September,Q3,2023,CUST02277,Male,44,Indore,Madhya Pradesh,Insider,P99220,Louis Philippe Slim Fit Sherwani,Men,Ethnic Wear,Louis Philippe,Grey,XL,3899.0,40,2339.4,1,2339.4,UPI,Mobile App,Delivered,8,3.0
MYN104649,2023-01-16,January,Q1,2023,CUST00908,Female,24,Jaipur,Rajasthan,Non-Member,P38932,HRX Kids Striped Kurta,Kids,Topwear,HRX Kids,White,L,4979.0,40,2987.4,1,2987.4,UPI,Mobile App,Returned,6,4.0
MYN104650,2023-11-25,November,Q4,2023,CUST00673,Female,43,Kolkata,West Bengal,Insider Gold,P65076,H&M Relaxed Fit Sunglasses,Men,Accessories,H&M,Black,L,1749.0,30,1224.3,1,1224.3,Debit Card,Website,Returned,9,4.0
MYN104651,2025-08-02,August,Q3,2025,CUST01668,Female,22,Coimbatore,Tamil Nadu,Insider Gold,P23616,Roadster Solid Shirt,Men,Topwear,Roadster,Red,L,2399.0,40,1439.4,1,1439.4,Credit Card,Mobile App,Delivered,9,5.0
MYN104652,2024-06-25,June,Q2,2024,CUST00451,Male,21,Delhi,Delhi,Non-Member,P74068,HRX Checked Briefs Pack,Men,Innerwear,HRX,Yellow,M,5739.0,10,5165.1,1,5165.1,Debit Card,Website,Delivered,5,4.0
MYN104653,2023-06-11,June,Q2,2023,CUST01672,Male,28,Coimbatore,Tamil Nadu,Non-Member,P45620,Nike Casual Canvas Shoes,Footwear,Casual Shoes,Nike,Red,8,629.0,20,503.2,2,1006.4,Cash on Delivery,Mobile App,Delivered,8,1.0
MYN104654,2023-11-02,November,Q4,2023,CUST01473,Female,45,Patna,Bihar,Insider,P74940,Allen Solly Junior Oversized T-Shirt,Kids,Topwear,Allen Solly Junior,Multicolor,XXL,3189.0,60,1275.6,1,1275.6,Cash on Delivery,Mobile App,Delivered,9,3.0
MYN104655,2023-04-18,April,Q2,2023,CUST00008,Female,22,Bengaluru,Karnataka,Insider,P40853,Gini and Jony Floral Loafers,Kids,Footwear,Gini and Jony,Maroon,10,2179.0,30,1525.3,1,1525.3,Myntra Wallet,Mobile App,Returned,2,4.0
MYN104656,2025-07-15,July,Q3,2025,CUST00350,Female,45,Visakhapatnam,Andhra Pradesh,Insider Gold,P20139,Only Solid Shirt,Women,Topwear,Only,Grey,L,4859.0,30,3401.3,1,3401.3,Cash on Delivery,Mobile App,Delivered,5,2.0
MYN104657,2024-01-05,January,Q1,2024,CUST02128,Male,34,Nagpur,Maharashtra,Insider,P75636,HRX Casual Dupatta Set,Men,Ethnic Wear,HRX,Orange,XXL,4229.0,0,4229.0,1,4229.0,Net Banking,Mobile Web,Returned,6,4.0
MYN104658,2024-10-29,October,Q4,2024,CUST02288,Male,23,Bengaluru,Karnataka,Insider,P29925,Mothercare Printed Skirt,Kids,Bottomwear,Mothercare,Blue,M,2939.0,30,2057.3,1,2057.3,Credit Card,Website,Delivered,3,1.0
MYN104659,2023-03-05,March,Q1,2023,CUST01477,Female,45,Patna,Bihar,Non-Member,P21648,W Regular Fit Camisole,Women,Lingerie,W,Maroon,L,3919.0,60,1567.6,2,3135.2,UPI,Mobile App,Delivered,4,4.0
MYN104660,2024-10-18,October,Q4,2024,CUST00287,Male,24,Mumbai,Maharashtra,Insider,P81187,HRX Kids Relaxed Fit Boxers Pack,Kids,Innerwear,HRX Kids,Red,XL,2049.0,60,819.6,1,819.6,Cash on Delivery,Mobile App,Pending,4,4.0
MYN104661,2025-12-19,December,Q4,2025,CUST02380,Female,42,Ahmedabad,Gujarat,Insider,P12210,Mothercare Striped Shirt,Kids,Topwear,Mothercare,Yellow,S,3149.0,30,2204.3,1,2204.3,Credit Card,Mobile App,Delivered,3,4.0
MYN104662,2024-04-08,April,Q2,2024,CUST00827,Female,44,Mumbai,Maharashtra,Insider,P62397,Roadster Slim Fit Jacket,Men,Topwear,Roadster,Blue,XL,3729.0,10,3356.1,2,6712.2,UPI,Mobile Web,Delivered,2,2.0
